 ,Area,Mean,Min,Max
1,672.354,124.730,42,245
2,744.885,124.392,47,247
3,1185.311,120.714,43,253
4,996.158,132.019,38,253
5,746.843,131.666,41,253
6,1368.713,126.764,42,254
7,1040.170,129.163,41,253
8,549.798,122.308,37,246
9,665.867,129.047,41,254
